userId,productId,interactionType,value,reviewStars,category,createdAt
user_459,68a5ed913d297682284a18a7,view,0,0,T-Shirts,2024-10-20 22:38:16.970645
user_669,68a5ed923d297682284a1996,view,0,0,Jeans,2025-01-15 07:35:16.970650
user_49,68a5ed923d297682284a195c,add_to_cart,3,0,Jeans,2025-06-28 08:16:16.970655
user_207,68a5ed933d297682284a1a16,view,0,0,Wrist Watches,2024-09-08 05:17:16.970661
user_436,68a5ed913d297682284a1900,view,0,0,Shoes,2024-12-27 13:51:16.970666
user_227,68a5ed913d297682284a18d2,view,0,0,T-Shirts,2025-06-16 04:48:16.970672
user_264,68a5ed923d297682284a1988,view,0,0,Jeans,2024-12-20 12:46:16.970678
user_409,68a5ed913d297682284a18b2,view,0,0,Jeans,2024-12-21 04:45:16.970683
user_426,68a5ed933d297682284a1a46,add_to_cart,1,0,Jeans,2024-10-27 04:33:16.970691
user_282,68a5ed913d297682284a18b5,view,0,0,T-Shirts,2024-08-27 00:13:16.970696
user_764,68a5ed913d297682284a18d5,view,0,0,Wrist Watches,2025-04-26 14:45:16.970701
user_508,68a5ed923d297682284a1948,view,0,0,T-Shirts,2025-05-31 22:35:16.970706
user_78,68a5ed913d297682284a18a8,view,0,0,Shoes,2025-01-21 04:06:16.970711
user_939,68a5ed923d297682284a1976,purchase,3,4,T-Shirts,2025-03-28 13:45:16.970718
user_277,68a5ed933d297682284a1a52,add_to_cart,3,0,Shoes,2024-12-26 23:40:16.970724
user_211,68a5ed933d297682284a1a00,view,0,0,T-Shirts,2025-05-12 09:06:16.970730
user_28,68a5ed913d297682284a18bb,view,0,0,Jeans,2024-10-21 19:45:16.970735
user_754,68a5ed913d297682284a1917,view,0,0,Jeans,2024-09-02 23:29:16.970741
user_870,68a5ed913d297682284a1914,view,0,0,Wrist Watches,2024-11-01 04:13:16.970746
user_952,68a5ed913d297682284a1939,purchase,1,5,T-Shirts,2025-03-21 05:16:16.970754
user_248,68a5ed923d297682284a19b3,purchase,1,0,Wrist Watches,2025-03-17 20:47:16.970760
user_741,68a5ed933d297682284a1a12,view,0,0,T-Shirts,2025-04-11 03:46:16.970765
user_973,68a5ed923d297682284a1952,view,0,0,Wrist Watches,2024-09-05 11:05:16.970770
user_539,68a5ed913d297682284a1913,add_to_cart,1,0,T-Shirts,2025-04-28 14:08:16.970775
user_34,68a5ed913d297682284a18e7,purchase,1,5,T-Shirts,2025-08-02 20:35:16.970783
user_154,68a5ed913d297682284a18d0,view,0,0,Shoes,2025-02-23 16:38:16.970788
user_495,68a5ed923d297682284a196c,view,0,0,Jeans,2025-08-12 16:20:16.970793
user_300,68a5ed923d297682284a195d,view,0,0,Jeans,2025-07-01 20:46:16.970801
user_315,68a5ed913d297682284a1884,view,0,0,Wrist Watches,2024-12-29 02:31:16.970806
user_389,68a5ed923d297682284a197c,view,0,0,Jeans,2025-02-06 01:15:16.970811
user_669,68a5ed913d297682284a18ad,add_to_cart,3,0,T-Shirts,2024-11-25 03:25:16.970817
user_562,68a5ed933d297682284a1a54,purchase,3,0,T-Shirts,2025-04-05 23:07:16.970823
user_259,68a5ed913d297682284a18e7,view,0,0,T-Shirts,2024-11-28 16:47:16.970828
user_665,68a5ed913d297682284a190b,purchase,1,2,Jeans,2025-06-30 18:20:16.970835
user_414,68a5ed933d297682284a1a43,view,0,0,Jeans,2025-01-03 17:35:16.970841
user_278,68a5ed933d297682284a1a84,view,0,0,Jeans,2025-02-09 00:58:16.970846
user_865,68a5ed933d297682284a1a57,view,0,0,Jeans,2025-01-26 04:34:16.970852
user_882,68a5ed923d297682284a1973,view,0,0,Shoes,2025-07-19 06:48:16.970857
user_49,68a5ed913d297682284a1910,add_to_cart,2,0,Wrist Watches,2025-01-14 13:37:16.970863
user_924,68a5ed913d297682284a18b2,view,0,0,Jeans,2025-04-02 05:02:16.970868
user_673,68a5ed913d297682284a18d1,view,0,0,T-Shirts,2024-08-20 21:13:16.970873
user_980,68a5ed933d297682284a19e6,view,0,0,Shoes,2025-01-15 15:26:16.970880
user_104,68a5ed923d297682284a195a,view,0,0,T-Shirts,2025-06-29 23:29:16.970885
user_452,68a5ed923d297682284a1980,view,0,0,T-Shirts,2024-09-21 09:09:16.970890
user_48,68a5ed913d297682284a1907,view,0,0,Wrist Watches,2024-09-29 18:38:16.970895
user_258,68a5ed933d297682284a1a5b,view,0,0,T-Shirts,2025-04-23 06:52:16.970900
user_250,68a5ed913d297682284a1924,purchase,2,4,T-Shirts,2025-05-19 19:15:16.970908
user_449,68a5ed933d297682284a1a06,view,0,0,Wrist Watches,2025-04-20 19:36:16.970916
user_522,68a5ed913d297682284a18c0,purchase,1,0,Jeans,2024-09-03 20:17:16.970922
user_398,68a5ed923d297682284a1953,view,0,0,T-Shirts,2024-11-17 16:46:16.970928
user_72,68a5ed933d297682284a1a27,view,0,0,Shoes,2025-07-21 12:02:16.970933
user_526,68a5ed933d297682284a19de,view,0,0,Shoes,2024-12-25 22:28:16.970939
user_717,68a5ed913d297682284a189a,purchase,2,2,Jeans,2025-01-23 00:36:16.970945
user_172,68a5ed913d297682284a1914,purchase,2,0,Wrist Watches,2024-12-28 23:27:16.970951
user_740,68a5ed923d297682284a1978,view,0,0,Wrist Watches,2025-07-09 09:09:16.970956
user_527,68a5ed933d297682284a1a5c,add_to_cart,1,0,T-Shirts,2024-10-11 13:58:16.970961
user_517,68a5ed903d297682284a1879,view,0,0,T-Shirts,2024-09-16 21:20:16.970966
user_112,68a5ed933d297682284a1a37,add_to_cart,1,0,Jeans,2024-11-08 17:30:16.970972
user_659,68a5ed923d297682284a196a,view,0,0,Shoes,2025-05-22 18:06:16.970978
user_529,68a5ed923d297682284a194d,add_to_cart,2,0,Jeans,2024-09-14 15:53:16.970983
user_207,68a5ed903d297682284a187b,view,0,0,Jeans,2025-01-01 16:20:16.970989
user_777,68a5ed913d297682284a18cc,add_to_cart,1,0,Jeans,2025-02-19 16:52:16.971000
user_992,68a5ed923d297682284a198c,view,0,0,Jeans,2025-01-28 01:58:16.971005
user_518,68a5ed933d297682284a1a21,view,0,0,Jeans,2025-02-13 09:40:16.971011
user_810,68a5ed913d297682284a18ec,view,0,0,Shoes,2025-08-09 03:52:16.971016
user_824,68a5ed913d297682284a192f,view,0,0,Wrist Watches,2025-06-08 07:47:16.971021
user_798,68a5ed933d297682284a19fc,add_to_cart,1,0,T-Shirts,2025-02-09 12:04:16.971029
user_666,68a5ed933d297682284a1a6f,purchase,2,0,T-Shirts,2024-12-11 20:53:16.971035
user_638,68a5ed933d297682284a19fc,add_to_cart,1,0,T-Shirts,2025-02-18 19:27:16.971040
user_356,68a5ed923d297682284a1964,view,0,0,T-Shirts,2024-11-19 15:29:16.971045
user_128,68a5ed923d297682284a195b,view,0,0,Shoes,2025-07-02 18:46:16.971050
user_694,68a5ed913d297682284a18b6,view,0,0,T-Shirts,2024-12-27 04:19:16.971055
user_988,68a5ed913d297682284a18d0,view,0,0,Shoes,2024-12-12 10:12:16.971060
user_575,68a5ed923d297682284a1951,view,0,0,Jeans,2025-03-11 16:44:16.971065
user_624,68a5ed933d297682284a1a1f,purchase,2,4,Jeans,2024-11-30 18:53:16.971072
user_840,68a5ed933d297682284a1a40,view,0,0,Shoes,2024-11-27 01:45:16.971077
user_176,68a5ed923d297682284a198a,view,0,0,Shoes,2025-08-19 03:40:16.971082
user_258,68a5ed913d297682284a18ba,add_to_cart,3,0,Wrist Watches,2024-12-04 16:47:16.971088
user_325,68a5ed933d297682284a1a4f,purchase,3,1,Jeans,2025-02-07 10:58:16.971095
user_672,68a5ed923d297682284a19b7,add_to_cart,1,0,Shoes,2024-09-05 14:25:16.971101
user_983,68a5ed913d297682284a18f4,view,0,0,Shoes,2025-02-21 17:37:16.971106
user_112,68a5ed913d297682284a1925,view,0,0,Jeans,2025-01-11 02:48:16.971110
user_46,68a5ed913d297682284a1937,view,0,0,Shoes,2025-01-17 09:44:16.971116
user_438,68a5ed933d297682284a1a20,add_to_cart,3,0,Jeans,2025-06-27 05:58:16.971122
user_729,68a5ed933d297682284a1a66,view,0,0,Wrist Watches,2024-10-13 13:25:16.971127
user_169,68a5ed933d297682284a1a2b,view,0,0,Shoes,2024-11-29 04:31:16.971132
user_826,68a5ed913d297682284a18d8,add_to_cart,3,0,Wrist Watches,2024-12-02 15:21:16.971140
user_837,68a5ed913d297682284a1928,view,0,0,T-Shirts,2024-10-11 13:31:16.971145
user_611,68a5ed913d297682284a18f7,view,0,0,Jeans,2025-03-20 15:22:16.971150
user_138,68a5ed913d297682284a18f5,view,0,0,Jeans,2024-10-09 19:18:16.971155
user_733,68a5ed913d297682284a18db,view,0,0,Wrist Watches,2024-08-31 01:16:16.971160
user_264,68a5ed913d297682284a189d,view,0,0,Jeans,2024-08-21 08:50:16.971165
user_50,68a5ed913d297682284a18f0,add_to_cart,3,0,Wrist Watches,2024-12-12 01:38:16.971171
user_960,68a5ed923d297682284a196f,add_to_cart,3,0,Jeans,2025-06-27 14:26:16.971177
user_96,68a5ed933d297682284a1a45,view,0,0,Jeans,2025-05-25 20:56:16.971182
user_577,68a5ed933d297682284a1a20,view,0,0,Jeans,2024-12-02 04:20:16.971187
user_9,68a5ed923d297682284a1998,view,0,0,T-Shirts,2025-01-07 12:58:16.971192
user_99,68a5ed913d297682284a18fa,view,0,0,Jeans,2025-08-06 11:50:16.971197
user_929,68a5ed913d297682284a18c0,add_to_cart,2,0,Jeans,2025-05-04 20:18:16.971202
user_914,68a5ed913d297682284a18f2,purchase,3,4,Shoes,2024-09-08 20:46:16.971209
user_601,68a5ed933d297682284a19f1,view,0,0,Shoes,2025-03-02 20:10:16.971214
user_715,68a5ed913d297682284a1924,view,0,0,T-Shirts,2024-11-14 06:45:16.971218
user_39,68a5ed923d297682284a1962,view,0,0,Shoes,2025-02-11 10:09:16.971224
user_706,68a5ed903d297682284a1874,view,0,0,T-Shirts,2024-09-08 13:47:16.971229
user_838,68a5ed913d297682284a1931,view,0,0,Jeans,2025-04-07 22:41:16.971234
user_923,68a5ed913d297682284a189f,view,0,0,Jeans,2025-06-27 01:51:16.971241
user_970,68a5ed933d297682284a1a58,add_to_cart,2,0,T-Shirts,2025-05-19 19:08:16.971247
user_889,68a5ed923d297682284a1997,add_to_cart,3,0,Shoes,2025-03-13 11:34:16.971253
user_806,68a5ed913d297682284a193c,view,0,0,Jeans,2024-11-30 15:27:16.971258
user_843,68a5ed933d297682284a1a25,add_to_cart,2,0,Shoes,2025-04-05 22:04:16.971273
user_482,68a5ed923d297682284a1997,view,0,0,Shoes,2025-08-05 11:43:16.971279
user_898,68a5ed913d297682284a191e,view,0,0,T-Shirts,2025-01-11 15:20:16.971283
user_761,68a5ed933d297682284a1a67,view,0,0,Jeans,2025-02-11 07:53:16.971288
user_733,68a5ed923d297682284a1994,view,0,0,T-Shirts,2024-09-23 10:15:16.971293
user_192,68a5ed913d297682284a18d8,view,0,0,Wrist Watches,2024-10-28 00:58:16.971298
user_709,68a5ed923d297682284a19a6,add_to_cart,1,0,T-Shirts,2024-10-06 10:18:16.971304
user_397,68a5ed933d297682284a1a6a,view,0,0,T-Shirts,2025-06-09 00:01:16.971309
user_496,68a5ed913d297682284a1883,add_to_cart,3,0,Wrist Watches,2025-06-28 09:36:16.971315
user_267,68a5ed913d297682284a1938,view,0,0,T-Shirts,2024-08-25 17:16:16.971320
user_738,68a5ed923d297682284a1953,purchase,1,4,T-Shirts,2024-08-21 07:37:16.971327
user_312,68a5ed913d297682284a191a,view,0,0,Jeans,2024-08-28 04:16:16.971332
user_95,68a5ed913d297682284a192b,view,0,0,Shoes,2025-07-15 18:21:16.971337
user_312,68a5ed933d297682284a1a4b,add_to_cart,3,0,Shoes,2024-10-03 05:00:16.971343
user_778,68a5ed913d297682284a190e,add_to_cart,1,0,T-Shirts,2025-05-06 15:18:16.971349
user_62,68a5ed913d297682284a1922,view,0,0,Jeans,2024-10-20 23:02:16.971354
user_224,68a5ed913d297682284a18b6,view,0,0,T-Shirts,2025-07-01 16:02:16.971362
user_672,68a5ed923d297682284a195e,view,0,0,T-Shirts,2024-12-01 03:51:16.971367
user_408,68a5ed933d297682284a1a62,view,0,0,T-Shirts,2024-09-26 15:23:16.971372
user_670,68a5ed923d297682284a1951,add_to_cart,2,0,Jeans,2024-11-25 13:48:16.971378
user_24,68a5ed923d297682284a1945,view,0,0,T-Shirts,2025-07-21 20:46:16.971383
user_661,68a5ed923d297682284a1978,view,0,0,Wrist Watches,2025-06-13 05:49:16.971388
user_388,68a5ed913d297682284a1909,view,0,0,Wrist Watches,2025-06-02 06:29:16.971393
user_170,68a5ed913d297682284a1890,view,0,0,Wrist Watches,2024-09-05 09:34:16.971398
user_641,68a5ed923d297682284a19cd,view,0,0,Jeans,2025-08-01 17:40:16.971403
user_740,68a5ed933d297682284a1a17,add_to_cart,2,0,T-Shirts,2025-01-08 11:25:16.971409
user_651,68a5ed913d297682284a18af,view,0,0,T-Shirts,2025-07-27 10:07:16.971414
user_910,68a5ed933d297682284a1a88,purchase,1,3,Jeans,2025-06-19 07:30:16.971422
user_472,68a5ed903d297682284a187c,view,0,0,Jeans,2024-11-26 01:28:16.971427
user_399,68a5ed933d297682284a1a72,add_to_cart,1,0,Jeans,2025-02-26 02:19:16.971433
user_941,68a5ed933d297682284a1a28,view,0,0,T-Shirts,2025-07-27 05:28:16.971439
user_207,68a5ed913d297682284a18c1,view,0,0,Shoes,2024-10-18 21:05:16.971444
user_948,68a5ed933d297682284a1a55,purchase,2,3,Jeans,2024-12-25 18:25:16.971451
user_150,68a5ed933d297682284a1a0a,view,0,0,Shoes,2024-08-25 22:42:16.971457
user_69,68a5ed913d297682284a1910,add_to_cart,2,0,Wrist Watches,2024-11-18 00:36:16.971463
user_701,68a5ed933d297682284a19e6,view,0,0,Shoes,2025-06-19 05:32:16.971471
user_433,68a5ed933d297682284a1a51,view,0,0,T-Shirts,2025-02-11 14:10:16.971477
user_812,68a5ed913d297682284a18ec,view,0,0,Shoes,2024-09-03 20:31:16.971481
user_783,68a5ed913d297682284a18c0,view,0,0,Jeans,2025-01-31 03:07:16.971486
user_870,68a5ed933d297682284a19ec,add_to_cart,3,0,Shoes,2024-12-04 10:10:16.971492
user_287,68a5ed923d297682284a199d,view,0,0,Shoes,2024-11-11 12:17:16.971498
user_110,68a5ed923d297682284a198c,view,0,0,Jeans,2025-08-02 10:31:16.971503
user_869,68a5ed913d297682284a18a5,add_to_cart,2,0,Shoes,2025-02-13 00:30:16.971508
user_542,68a5ed913d297682284a192c,view,0,0,Jeans,2024-11-11 05:53:16.971513
user_620,68a5ed933d297682284a19f7,add_to_cart,3,0,T-Shirts,2025-07-16 19:52:16.971519
user_589,68a5ed933d297682284a1a25,add_to_cart,1,0,Shoes,2025-07-31 20:07:16.971524
user_39,68a5ed933d297682284a1a30,add_to_cart,2,0,Shoes,2025-06-25 20:54:16.971530
user_14,68a5ed913d297682284a1912,view,0,0,Wrist Watches,2024-09-11 01:56:16.971535
user_807,68a5ed923d297682284a1962,view,0,0,Shoes,2025-07-11 02:43:16.971540
user_953,68a5ed913d297682284a1885,view,0,0,Wrist Watches,2025-06-09 06:12:16.971545
user_266,68a5ed933d297682284a1a32,view,0,0,Jeans,2024-09-09 20:14:16.971551
user_429,68a5ed913d297682284a18ac,add_to_cart,3,0,Wrist Watches,2024-11-18 16:20:16.971556
user_35,68a5ed933d297682284a1a5b,add_to_cart,2,0,T-Shirts,2025-01-12 08:12:16.971562
user_835,68a5ed933d297682284a19f9,purchase,2,0,T-Shirts,2025-06-04 10:59:16.971568
user_984,68a5ed913d297682284a1927,view,0,0,T-Shirts,2025-05-13 13:57:16.971573
user_332,68a5ed923d297682284a195f,add_to_cart,1,0,Wrist Watches,2025-07-18 19:24:16.971582
user_306,68a5ed923d297682284a199b,view,0,0,T-Shirts,2025-03-15 05:01:16.971587
user_730,68a5ed913d297682284a1886,add_to_cart,2,0,Shoes,2024-08-31 21:51:16.971593
user_700,68a5ed933d297682284a19f8,view,0,0,T-Shirts,2025-01-09 03:18:16.971598
user_450,68a5ed913d297682284a188e,purchase,2,4,Jeans,2025-04-04 21:59:16.971605
user_619,68a5ed923d297682284a19a4,add_to_cart,3,0,Jeans,2025-03-20 11:33:16.971611
user_442,68a5ed933d297682284a19f5,view,0,0,Wrist Watches,2025-02-23 15:24:16.971615
user_76,68a5ed923d297682284a1982,view,0,0,T-Shirts,2024-12-23 08:38:16.971621
user_946,68a5ed913d297682284a1922,view,0,0,Jeans,2025-06-03 11:12:16.971625
user_471,68a5ed933d297682284a1a5c,add_to_cart,2,0,T-Shirts,2025-01-16 19:58:16.971631
user_209,68a5ed933d297682284a19e7,view,0,0,T-Shirts,2025-03-07 17:02:16.971636
user_616,68a5ed913d297682284a1917,view,0,0,Jeans,2025-03-27 19:42:16.971641
user_339,68a5ed933d297682284a1a32,view,0,0,Jeans,2025-06-11 16:03:16.971646
user_158,68a5ed933d297682284a1a35,view,0,0,Wrist Watches,2024-08-30 09:54:16.971651
user_677,68a5ed913d297682284a18ef,view,0,0,T-Shirts,2025-05-19 23:04:16.971657
user_713,68a5ed913d297682284a189e,add_to_cart,3,0,Shoes,2025-04-02 21:03:16.971663
user_554,68a5ed913d297682284a18fe,view,0,0,Shoes,2025-07-15 20:17:16.971668
user_896,68a5ed913d297682284a1883,view,0,0,Wrist Watches,2025-04-01 14:21:16.971672
user_908,68a5ed933d297682284a1a1e,add_to_cart,3,0,Shoes,2025-01-24 17:57:16.971678
user_239,68a5ed933d297682284a19f1,view,0,0,Shoes,2024-10-28 11:28:16.971685
user_136,68a5ed933d297682284a1a1e,purchase,1,4,Shoes,2024-11-26 21:29:16.971692
user_500,68a5ed913d297682284a18b5,add_to_cart,2,0,T-Shirts,2024-09-19 16:09:16.971698
user_756,68a5ed933d297682284a1a03,view,0,0,Wrist Watches,2025-02-19 03:54:16.971703
user_351,68a5ed913d297682284a1881,add_to_cart,3,0,Wrist Watches,2025-08-05 13:18:16.971709
user_591,68a5ed913d297682284a18c0,view,0,0,Jeans,2025-04-07 04:05:16.971714
user_227,68a5ed933d297682284a1a46,view,0,0,Jeans,2024-09-04 16:19:16.971719
user_446,68a5ed923d297682284a1996,view,0,0,Jeans,2024-12-17 08:39:16.971725
user_914,68a5ed923d297682284a19bf,add_to_cart,3,0,Shoes,2025-06-19 22:21:16.971731
user_314,68a5ed923d297682284a19ad,view,0,0,Jeans,2024-12-10 22:32:16.971737
user_697,68a5ed913d297682284a193e,view,0,0,Wrist Watches,2025-02-08 22:25:16.971742
